utc_timestamp,DE_load_forecast
2024-01-01 00:00:00+01:00,40733.1
2024-01-01 00:15:00+01:00,39804.79
2024-01-01 00:30:00+01:00,39033.81
2024-01-01 00:45:00+01:00,38523.13
2024-01-01 01:00:00+01:00,38247.31
2024-01-01 01:15:00+01:00,37860.82
2024-01-01 01:30:00+01:00,37554.3
2024-01-01 01:45:00+01:00,36990.92
2024-01-01 02:00:00+01:00,36733.44
2024-01-01 02:15:00+01:00,36528.78
2024-01-01 02:30:00+01:00,36655.56
2024-01-01 02:45:00+01:00,36691.05
2024-01-01 03:00:00+01:00,36770.0
2024-01-01 03:15:00+01:00,36450.34
2024-01-01 03:30:00+01:00,36120.81
2024-01-01 03:45:00+01:00,36364.31
2024-01-01 04:00:00+01:00,36237.18
2024-01-01 04:15:00+01:00,36282.44
2024-01-01 04:30:00+01:00,36581.71
2024-01-01 04:45:00+01:00,36606.56
2024-01-01 05:00:00+01:00,36658.87
2024-01-01 05:15:00+01:00,36944.17
2024-01-01 05:30:00+01:00,37195.96
2024-01-01 05:45:00+01:00,36985.29
2024-01-01 06:00:00+01:00,36973.87
2024-01-01 06:15:00+01:00,37854.11
2024-01-01 06:30:00+01:00,38042.63
2024-01-01 06:45:00+01:00,37920.37
2024-01-01 07:00:00+01:00,38689.61
2024-01-01 07:15:00+01:00,38912.77
2024-01-01 07:30:00+01:00,39317.47
2024-01-01 07:45:00+01:00,39904.35
2024-01-01 08:00:00+01:00,40783.56
2024-01-01 08:15:00+01:00,40992.43
2024-01-01 08:30:00+01:00,42344.41
2024-01-01 08:45:00+01:00,43284.79
2024-01-01 09:00:00+01:00,44281.2
2024-01-01 09:15:00+01:00,45118.22
2024-01-01 09:30:00+01:00,45747.27
2024-01-01 09:45:00+01:00,46227.56
2024-01-01 10:00:00+01:00,47133.92
2024-01-01 10:15:00+01:00,48000.4
2024-01-01 10:30:00+01:00,48116.86
2024-01-01 10:45:00+01:00,48871.1
2024-01-01 11:00:00+01:00,49722.95
2024-01-01 11:15:00+01:00,50163.48
2024-01-01 11:30:00+01:00,50439.0
2024-01-01 11:45:00+01:00,50587.62
2024-01-01 12:00:00+01:00,50475.28
2024-01-01 12:15:00+01:00,50442.07
2024-01-01 12:30:00+01:00,50303.57
2024-01-01 12:45:00+01:00,49723.23
2024-01-01 13:00:00+01:00,50153.51
2024-01-01 13:15:00+01:00,49240.91
2024-01-01 13:30:00+01:00,48714.92
2024-01-01 13:45:00+01:00,48439.41
2024-01-01 14:00:00+01:00,48679.02
2024-01-01 14:15:00+01:00,48777.74
2024-01-01 14:30:00+01:00,48566.93
2024-01-01 14:45:00+01:00,48224.05
2024-01-01 15:00:00+01:00,47716.91
2024-01-01 15:15:00+01:00,47670.33
2024-01-01 15:30:00+01:00,47324.42
2024-01-01 15:45:00+01:00,47668.59
2024-01-01 16:00:00+01:00,48093.28
2024-01-01 16:15:00+01:00,48058.65
2024-01-01 16:30:00+01:00,48364.83
2024-01-01 16:45:00+01:00,49180.93
2024-01-01 17:00:00+01:00,50112.99
2024-01-01 17:15:00+01:00,50931.88
2024-01-01 17:30:00+01:00,51710.01
2024-01-01 17:45:00+01:00,52265.82
2024-01-01 18:00:00+01:00,52535.06
2024-01-01 18:15:00+01:00,52491.5
2024-01-01 18:30:00+01:00,52562.65
2024-01-01 18:45:00+01:00,52392.54
2024-01-01 19:00:00+01:00,52670.26
2024-01-01 19:15:00+01:00,51980.59
2024-01-01 19:30:00+01:00,51462.67
2024-01-01 19:45:00+01:00,50979.65
2024-01-01 20:00:00+01:00,50751.83
2024-01-01 20:15:00+01:00,49610.06
2024-01-01 20:30:00+01:00,48727.49
2024-01-01 20:45:00+01:00,48321.92
2024-01-01 21:00:00+01:00,47933.95
2024-01-01 21:15:00+01:00,47060.59
2024-01-01 21:30:00+01:00,47383.36
2024-01-01 21:45:00+01:00,46741.22
2024-01-01 22:00:00+01:00,48378.12
2024-01-01 22:15:00+01:00,47656.21
2024-01-01 22:30:00+01:00,46750.37
2024-01-01 22:45:00+01:00,46313.21
2024-01-01 23:00:00+01:00,45415.94
2024-01-01 23:15:00+01:00,44748.08
2024-01-01 23:30:00+01:00,44316.06
2024-01-01 23:45:00+01:00,43700.52
2024-01-02 00:00:00+01:00,43775.22
2024-01-02 00:15:00+01:00,43165.17
2024-01-02 00:30:00+01:00,42776.0
2024-01-02 00:45:00+01:00,42223.89
2024-01-02 01:00:00+01:00,41830.57
2024-01-02 01:15:00+01:00,41653.71
2024-01-02 01:30:00+01:00,41300.77
2024-01-02 01:45:00+01:00,41120.04
2024-01-02 02:00:00+01:00,40858.58
2024-01-02 02:15:00+01:00,40563.15
2024-01-02 02:30:00+01:00,40500.64
2024-01-02 02:45:00+01:00,40652.54
2024-01-02 03:00:00+01:00,40795.52
2024-01-02 03:15:00+01:00,40897.78
2024-01-02 03:30:00+01:00,40971.01
2024-01-02 03:45:00+01:00,41243.51
2024-01-02 04:00:00+01:00,41938.34
2024-01-02 04:15:00+01:00,42314.86
2024-01-02 04:30:00+01:00,42923.9
2024-01-02 04:45:00+01:00,43545.03
2024-01-02 05:00:00+01:00,44590.29
2024-01-02 05:15:00+01:00,45421.76
