utc_timestamp,DE_solar_actual
2019-01-01 00:00:00+01:00,0.12
2019-01-01 00:15:00+01:00,0.13
2019-01-01 00:30:00+01:00,0.12
2019-01-01 00:45:00+01:00,0.12
2019-01-01 01:00:00+01:00,0.14
2019-01-01 01:15:00+01:00,0.13
2019-01-01 01:30:00+01:00,0.14
2019-01-01 01:45:00+01:00,0.13
2019-01-01 02:00:00+01:00,0.13
2019-01-01 02:15:00+01:00,0.13
2019-01-01 02:30:00+01:00,0.12
2019-01-01 02:45:00+01:00,0.11
2019-01-01 03:00:00+01:00,0.12
2019-01-01 03:15:00+01:00,0.13
2019-01-01 03:30:00+01:00,0.13
2019-01-01 03:45:00+01:00,0.12
2019-01-01 04:00:00+01:00,0.12
2019-01-01 04:15:00+01:00,0.12
2019-01-01 04:30:00+01:00,0.14
2019-01-01 04:45:00+01:00,0.14
2019-01-01 05:00:00+01:00,0.13
2019-01-01 05:15:00+01:00,0.12
2019-01-01 05:30:00+01:00,0.13
2019-01-01 05:45:00+01:00,0.13
2019-01-01 06:00:00+01:00,0.13
2019-01-01 06:15:00+01:00,0.13
2019-01-01 06:30:00+01:00,0.12
2019-01-01 06:45:00+01:00,0.11
2019-01-01 07:00:00+01:00,0.12
2019-01-01 07:15:00+01:00,0.13
2019-01-01 07:30:00+01:00,0.18
2019-01-01 07:45:00+01:00,0.24
2019-01-01 08:00:00+01:00,7.58
2019-01-01 08:15:00+01:00,36.09
2019-01-01 08:30:00+01:00,98.2
2019-01-01 08:45:00+01:00,193.83
2019-01-01 09:00:00+01:00,314.0
2019-01-01 09:15:00+01:00,465.85
2019-01-01 09:30:00+01:00,668.63
2019-01-01 09:45:00+01:00,863.43
2019-01-01 10:00:00+01:00,1073.36
2019-01-01 10:15:00+01:00,1252.96
2019-01-01 10:30:00+01:00,1414.28
2019-01-01 10:45:00+01:00,1600.58
2019-01-01 11:00:00+01:00,1744.63
2019-01-01 11:15:00+01:00,1967.12
2019-01-01 11:30:00+01:00,2116.42
2019-01-01 11:45:00+01:00,2140.47
2019-01-01 12:00:00+01:00,2212.71
2019-01-01 12:15:00+01:00,2208.9
2019-01-01 12:30:00+01:00,2165.91
2019-01-01 12:45:00+01:00,2113.12
2019-01-01 13:00:00+01:00,2018.74
2019-01-01 13:15:00+01:00,2028.07
2019-01-01 13:30:00+01:00,1925.97
2019-01-01 13:45:00+01:00,1730.38
2019-01-01 14:00:00+01:00,1533.71
2019-01-01 14:15:00+01:00,1323.8
2019-01-01 14:30:00+01:00,1107.23
2019-01-01 14:45:00+01:00,861.52
2019-01-01 15:00:00+01:00,655.89
2019-01-01 15:15:00+01:00,479.97
2019-01-01 15:30:00+01:00,302.59
2019-01-01 15:45:00+01:00,150.65
2019-01-01 16:00:00+01:00,57.06
2019-01-01 16:15:00+01:00,15.36
2019-01-01 16:30:00+01:00,1.62
2019-01-01 16:45:00+01:00,0.29
2019-01-01 17:00:00+01:00,0.22
2019-01-01 17:15:00+01:00,0.18
2019-01-01 17:30:00+01:00,0.17
2019-01-01 17:45:00+01:00,0.16
2019-01-01 18:00:00+01:00,0.15
2019-01-01 18:15:00+01:00,0.14
