utc_timestamp,DE_wind_offshore_actual
2016-01-01 00:00:00+01:00,2290.58
2016-01-01 00:15:00+01:00,2285.0
2016-01-01 00:30:00+01:00,2285.59
2016-01-01 00:45:00+01:00,2267.66
2016-01-01 01:00:00+01:00,2277.53
2016-01-01 01:15:00+01:00,2299.94
2016-01-01 01:30:00+01:00,2313.64
2016-01-01 01:45:00+01:00,2280.29
2016-01-01 02:00:00+01:00,2259.51
2016-01-01 02:15:00+01:00,2250.44
2016-01-01 02:30:00+01:00,2228.05
2016-01-01 02:45:00+01:00,2206.57
2016-01-01 03:00:00+01:00,2083.62
2016-01-01 03:15:00+01:00,2041.23
2016-01-01 03:30:00+01:00,1999.95
2016-01-01 03:45:00+01:00,1934.37
2016-01-01 04:00:00+01:00,1940.0
2016-01-01 04:15:00+01:00,2017.16
2016-01-01 04:30:00+01:00,1967.15
2016-01-01 04:45:00+01:00,1858.84
2016-01-01 05:00:00+01:00,1719.92
2016-01-01 05:15:00+01:00,1580.68
2016-01-01 05:30:00+01:00,1573.69
2016-01-01 05:45:00+01:00,1458.75
2016-01-01 06:00:00+01:00,1371.25
2016-01-01 06:15:00+01:00,1369.3
2016-01-01 06:30:00+01:00,1290.26
2016-01-01 06:45:00+01:00,1295.04
2016-01-01 07:00:00+01:00,1126.54
2016-01-01 07:15:00+01:00,916.98
2016-01-01 07:30:00+01:00,949.33
2016-01-01 07:45:00+01:00,796.74
2016-01-01 08:00:00+01:00,689.61
2016-01-01 08:15:00+01:00,680.68
2016-01-01 08:30:00+01:00,636.1
2016-01-01 08:45:00+01:00,592.8
2016-01-01 09:00:00+01:00,493.5
2016-01-01 09:15:00+01:00,428.22
2016-01-01 09:30:00+01:00,425.64
2016-01-01 09:45:00+01:00,420.46
2016-01-01 10:00:00+01:00,386.11
2016-01-01 10:15:00+01:00,340.04
2016-01-01 10:30:00+01:00,277.41
2016-01-01 10:45:00+01:00,218.91
2016-01-01 11:00:00+01:00,172.47
2016-01-01 11:15:00+01:00,173.3
2016-01-01 11:30:00+01:00,181.39
2016-01-01 11:45:00+01:00,161.18
2016-01-01 12:00:00+01:00,152.4
2016-01-01 12:15:00+01:00,138.79
2016-01-01 12:30:00+01:00,126.36
2016-01-01 12:45:00+01:00,102.01
2016-01-01 13:00:00+01:00,81.84
2016-01-01 13:15:00+01:00,88.0
2016-01-01 13:30:00+01:00,83.14
2016-01-01 13:45:00+01:00,74.59
2016-01-01 14:00:00+01:00,66.18
2016-01-01 14:15:00+01:00,55.15
2016-01-01 14:30:00+01:00,38.19
2016-01-01 14:45:00+01:00,22.6
2016-01-01 15:00:00+01:00,12.0
2016-01-01 15:15:00+01:00,3.61
2016-01-01 15:30:00+01:00,2.12
2016-01-01 15:45:00+01:00,0.0
2016-01-01 16:00:00+01:00,0.0
2016-01-01 16:15:00+01:00,0.0
2016-01-01 16:30:00+01:00,0.04
2016-01-01 16:45:00+01:00,0.0
2016-01-01 17:00:00+01:00,0.0
2016-01-01 17:15:00+01:00,0.2
2016-01-01 17:30:00+01:00,1.81
2016-01-01 17:45:00+01:00,16.12
2016-01-01 18:00:00+01:00,53.05
2016-01-01 18:15:00+01:00,84.56
2016-01-01 18:30:00+01:00,112.7
2016-01-01 18:45:00+01:00,148.37
2016-01-01 19:00:00+01:00,185.01
2016-01-01 19:15:00+01:00,242.5
2016-01-01 19:30:00+01:00,293.6
2016-01-01 19:45:00+01:00,363.43
2016-01-01 20:00:00+01:00,457.41
2016-01-01 20:15:00+01:00,584.62
2016-01-01 20:30:00+01:00,688.3
2016-01-01 20:45:00+01:00,742.33
2016-01-01 21:00:00+01:00,818.51
2016-01-01 21:15:00+01:00,874.73
2016-01-01 21:30:00+01:00,922.45
2016-01-01 21:45:00+01:00,1033.56
2016-01-01 22:00:00+01:00,1135.7
2016-01-01 22:15:00+01:00,1167.32
2016-01-01 22:30:00+01:00,1170.07
2016-01-01 22:45:00+01:00,1310.96
2016-01-01 23:00:00+01:00,1393.36
2016-01-01 23:15:00+01:00,1440.69
2016-01-01 23:30:00+01:00,1501.75
2016-01-01 23:45:00+01:00,1477.19
2016-01-02 00:00:00+01:00,1494.3
2016-01-02 00:15:00+01:00,1620.52
2016-01-02 00:30:00+01:00,1696.79
2016-01-02 00:45:00+01:00,1832.61
2016-01-02 01:00:00+01:00,1975.83
2016-01-02 01:15:00+01:00,2134.38
2016-01-02 01:30:00+01:00,2199.2
2016-01-02 01:45:00+01:00,2370.88
2016-01-02 02:00:00+01:00,2439.59
2016-01-02 02:15:00+01:00,2490.41
2016-01-02 02:30:00+01:00,2543.21
2016-01-02 02:45:00+01:00,2598.08
2016-01-02 03:00:00+01:00,2682.2
2016-01-02 03:15:00+01:00,2728.3
2016-01-02 03:30:00+01:00,2760.45
2016-01-02 03:45:00+01:00,2779.76
2016-01-02 04:00:00+01:00,2786.2
2016-01-02 04:15:00+01:00,2788.32
2016-01-02 04:30:00+01:00,2791.85
2016-01-02 04:45:00+01:00,2796.16
2016-01-02 05:00:00+01:00,2808.56
2016-01-02 05:15:00+01:00,2819.7
2016-01-02 05:30:00+01:00,2823.9
2016-01-02 05:45:00+01:00,2819.55
2016-01-02 06:00:00+01:00,2824.86
2016-01-02 06:15:00+01:00,2825.48
2016-01-02 06:30:00+01:00,2812.41
2016-01-02 06:45:00+01:00,2816.6
2016-01-02 07:00:00+01:00,2814.76
2016-01-02 07:15:00+01:00,2806.79
2016-01-02 07:30:00+01:00,2806.32
2016-01-02 07:45:00+01:00,2805.11
2016-01-02 08:00:00+01:00,2809.31
2016-01-02 08:15:00+01:00,2811.56
2016-01-02 08:30:00+01:00,2813.53
2016-01-02 08:45:00+01:00,2817.13
2016-01-02 09:00:00+01:00,2808.31
2016-01-02 09:15:00+01:00,2805.73
2016-01-02 09:30:00+01:00,2793.92
2016-01-02 09:45:00+01:00,2785.76
2016-01-02 10:00:00+01:00,2781.12
2016-01-02 10:15:00+01:00,2781.85
2016-01-02 10:30:00+01:00,2777.08
2016-01-02 10:45:00+01:00,2774.43
2016-01-02 11:00:00+01:00,2773.74
2016-01-02 11:15:00+01:00,2778.37
2016-01-02 11:30:00+01:00,2774.16
2016-01-02 11:45:00+01:00,2772.92
2016-01-02 12:00:00+01:00,2773.43
2016-01-02 12:15:00+01:00,2775.08
2016-01-02 12:30:00+01:00,2773.48
2016-01-02 12:45:00+01:00,2772.82
2016-01-02 13:00:00+01:00,2769.54
2016-01-02 13:15:00+01:00,2764.07
2016-01-02 13:30:00+01:00,2761.59
2016-01-02 13:45:00+01:00,2759.37
2016-01-02 14:00:00+01:00,2763.08
2016-01-02 14:15:00+01:00,2767.85
2016-01-02 14:30:00+01:00,2770.74
2016-01-02 14:45:00+01:00,2772.91
2016-01-02 15:00:00+01:00,2778.59
2016-01-02 15:15:00+01:00,2774.69
2016-01-02 15:30:00+01:00,2777.45
2016-01-02 15:45:00+01:00,2779.09
2016-01-02 16:00:00+01:00,2773.17
2016-01-02 16:15:00+01:00,2764.31
2016-01-02 16:30:00+01:00,2742.8
2016-01-02 16:45:00+01:00,2740.09
2016-01-02 17:00:00+01:00,2736.78
2016-01-02 17:15:00+01:00,2739.55
2016-01-02 17:30:00+01:00,2733.5
2016-01-02 17:45:00+01:00,2741.65
2016-01-02 18:00:00+01:00,2745.87
2016-01-02 18:15:00+01:00,2740.15
2016-01-02 18:30:00+01:00,2731.93
2016-01-02 18:45:00+01:00,2716.74
2016-01-02 19:00:00+01:00,2727.07
2016-01-02 19:15:00+01:00,2735.16
2016-01-02 19:30:00+01:00,2728.78
2016-01-02 19:45:00+01:00,2740.22
2016-01-02 20:00:00+01:00,2727.59
2016-01-02 20:15:00+01:00,2736.58
2016-01-02 20:30:00+01:00,2747.44
2016-01-02 20:45:00+01:00,2741.74
2016-01-02 21:00:00+01:00,2742.4
2016-01-02 21:15:00+01:00,2735.89
2016-01-02 21:30:00+01:00,2724.99
2016-01-02 21:45:00+01:00,2726.51
2016-01-02 22:00:00+01:00,2726.12
2016-01-02 22:15:00+01:00,2718.3
2016-01-02 22:30:00+01:00,2731.68
2016-01-02 22:45:00+01:00,2732.21
2016-01-02 23:00:00+01:00,2727.25
2016-01-02 23:15:00+01:00,2729.15
2016-01-02 23:30:00+01:00,2727.65
2016-01-02 23:45:00+01:00,2731.03
2016-01-03 00:00:00+01:00,2724.12
2016-01-03 00:15:00+01:00,2722.39
2016-01-03 00:30:00+01:00,2717.83
2016-01-03 00:45:00+01:00,2712.8
2016-01-03 01:00:00+01:00,2714.1
2016-01-03 01:15:00+01:00,2711.62
2016-01-03 01:30:00+01:00,2701.35
2016-01-03 01:45:00+01:00,2688.6
2016-01-03 02:00:00+01:00,2681.83
2016-01-03 02:15:00+01:00,2687.47
2016-01-03 02:30:00+01:00,2693.94
2016-01-03 02:45:00+01:00,2693.1
2016-01-03 03:00:00+01:00,2694.18
2016-01-03 03:15:00+01:00,2693.02
2016-01-03 03:30:00+01:00,2689.82
2016-01-03 03:45:00+01:00,2689.88
2016-01-03 04:00:00+01:00,2686.1
2016-01-03 04:15:00+01:00,2693.73
2016-01-03 04:30:00+01:00,2690.69
2016-01-03 04:45:00+01:00,2688.76
2016-01-03 05:00:00+01:00,2680.19
2016-01-03 05:15:00+01:00,2684.07
2016-01-03 05:30:00+01:00,2678.8
2016-01-03 05:45:00+01:00,2675.85
2016-01-03 06:00:00+01:00,2672.12
2016-01-03 06:15:00+01:00,2673.17
2016-01-03 06:30:00+01:00,2677.88
2016-01-03 06:45:00+01:00,2675.64
2016-01-03 07:00:00+01:00,2674.7
2016-01-03 07:15:00+01:00,2677.14
2016-01-03 07:30:00+01:00,2675.08
2016-01-03 07:45:00+01:00,2680.45
2016-01-03 08:00:00+01:00,2680.66
2016-01-03 08:15:00+01:00,2689.39
2016-01-03 08:30:00+01:00,2680.78
2016-01-03 08:45:00+01:00,2682.02
2016-01-03 09:00:00+01:00,2678.8
2016-01-03 09:15:00+01:00,2658.51
2016-01-03 09:30:00+01:00,2680.46
2016-01-03 09:45:00+01:00,2671.31
2016-01-03 10:00:00+01:00,2675.81
2016-01-03 10:15:00+01:00,2667.13
2016-01-03 10:30:00+01:00,2664.28
2016-01-03 10:45:00+01:00,2657.08
