utc_timestamp,DE_wind_offshore_actual
2020-01-01 00:00:00+01:00,500.94
2020-01-01 00:15:00+01:00,501.31
2020-01-01 00:30:00+01:00,540.33
2020-01-01 00:45:00+01:00,655.02
2020-01-01 01:00:00+01:00,889.94
2020-01-01 01:15:00+01:00,1156.53
2020-01-01 01:30:00+01:00,1248.21
2020-01-01 01:45:00+01:00,1381.99
2020-01-01 02:00:00+01:00,1533.42
2020-01-01 02:15:00+01:00,1658.66
2020-01-01 02:30:00+01:00,1687.31
2020-01-01 02:45:00+01:00,1783.1
2020-01-01 03:00:00+01:00,1901.52
2020-01-01 03:15:00+01:00,2075.29
2020-01-01 03:30:00+01:00,2116.64
2020-01-01 03:45:00+01:00,2155.37
2020-01-01 04:00:00+01:00,2251.21
2020-01-01 04:15:00+01:00,2330.69
2020-01-01 04:30:00+01:00,2313.26
2020-01-01 04:45:00+01:00,2273.45
2020-01-01 05:00:00+01:00,2253.51
2020-01-01 05:15:00+01:00,2202.62
2020-01-01 05:30:00+01:00,2131.82
2020-01-01 05:45:00+01:00,2048.68
2020-01-01 06:00:00+01:00,1932.61
2020-01-01 06:15:00+01:00,1884.02
2020-01-01 06:30:00+01:00,1948.28
2020-01-01 06:45:00+01:00,2006.77
2020-01-01 07:00:00+01:00,2088.61
2020-01-01 07:15:00+01:00,2130.15
2020-01-01 07:30:00+01:00,2166.58
2020-01-01 07:45:00+01:00,2231.87
2020-01-01 08:00:00+01:00,2243.21
2020-01-01 08:15:00+01:00,2265.26
2020-01-01 08:30:00+01:00,2308.71
2020-01-01 08:45:00+01:00,2315.97
2020-01-01 09:00:00+01:00,2323.53
2020-01-01 09:15:00+01:00,2301.92
2020-01-01 09:30:00+01:00,2330.3
2020-01-01 09:45:00+01:00,2408.89
2020-01-01 10:00:00+01:00,2515.42
2020-01-01 10:15:00+01:00,2528.21
2020-01-01 10:30:00+01:00,2573.45
2020-01-01 10:45:00+01:00,2569.84
2020-01-01 11:00:00+01:00,2601.79
2020-01-01 11:15:00+01:00,2662.82
2020-01-01 11:30:00+01:00,2785.8
2020-01-01 11:45:00+01:00,2957.05
2020-01-01 12:00:00+01:00,3127.95
2020-01-01 12:15:00+01:00,3313.26
2020-01-01 12:30:00+01:00,3425.94
2020-01-01 12:45:00+01:00,3586.73
2020-01-01 13:00:00+01:00,3633.68
2020-01-01 13:15:00+01:00,3646.16
2020-01-01 13:30:00+01:00,3659.36
2020-01-01 13:45:00+01:00,3537.29
2020-01-01 14:00:00+01:00,3427.86
2020-01-01 14:15:00+01:00,3319.36
2020-01-01 14:30:00+01:00,3280.9
2020-01-01 14:45:00+01:00,3279.17
2020-01-01 15:00:00+01:00,3196.59
2020-01-01 15:15:00+01:00,2993.72
2020-01-01 15:30:00+01:00,2857.84
2020-01-01 15:45:00+01:00,2821.2
2020-01-01 16:00:00+01:00,2790.49
2020-01-01 16:15:00+01:00,2886.76
2020-01-01 16:30:00+01:00,3070.72
2020-01-01 16:45:00+01:00,3192.1
2020-01-01 17:00:00+01:00,3365.55
2020-01-01 17:15:00+01:00,3614.69
2020-01-01 17:30:00+01:00,3954.49
2020-01-01 17:45:00+01:00,4088.75
2020-01-01 18:00:00+01:00,4162.16
2020-01-01 18:15:00+01:00,4383.6
2020-01-01 18:30:00+01:00,4556.92
2020-01-01 18:45:00+01:00,4730.58
2020-01-01 19:00:00+01:00,4764.44
2020-01-01 19:15:00+01:00,4742.34
2020-01-01 19:30:00+01:00,4688.01
2020-01-01 19:45:00+01:00,4646.65
2020-01-01 20:00:00+01:00,4635.47
2020-01-01 20:15:00+01:00,4477.38
2020-01-01 20:30:00+01:00,4340.62
2020-01-01 20:45:00+01:00,4167.66
2020-01-01 21:00:00+01:00,4024.88
2020-01-01 21:15:00+01:00,4025.32
2020-01-01 21:30:00+01:00,3977.84
2020-01-01 21:45:00+01:00,4064.64
2020-01-01 22:00:00+01:00,3862.73
2020-01-01 22:15:00+01:00,3710.46
2020-01-01 22:30:00+01:00,3747.61
2020-01-01 22:45:00+01:00,3759.02
2020-01-01 23:00:00+01:00,3751.09
2020-01-01 23:15:00+01:00,3793.81
2020-01-01 23:30:00+01:00,3815.95
2020-01-01 23:45:00+01:00,3941.69
2020-01-02 00:00:00+01:00,4062.61
2020-01-02 00:15:00+01:00,4270.61
2020-01-02 00:30:00+01:00,4290.62
2020-01-02 00:45:00+01:00,4292.72
2020-01-02 01:00:00+01:00,4474.47
2020-01-02 01:15:00+01:00,4597.26
2020-01-02 01:30:00+01:00,4673.86
2020-01-02 01:45:00+01:00,4739.73
2020-01-02 02:00:00+01:00,4818.6
2020-01-02 02:15:00+01:00,5001.53
2020-01-02 02:30:00+01:00,5123.34
2020-01-02 02:45:00+01:00,5144.24
2020-01-02 03:00:00+01:00,5185.94
2020-01-02 03:15:00+01:00,5168.08
2020-01-02 03:30:00+01:00,5207.83
2020-01-02 03:45:00+01:00,5271.3
2020-01-02 04:00:00+01:00,5303.84
2020-01-02 04:15:00+01:00,5326.95
2020-01-02 04:30:00+01:00,5290.61
2020-01-02 04:45:00+01:00,5258.35
2020-01-02 05:00:00+01:00,5219.44
2020-01-02 05:15:00+01:00,5148.7
2020-01-02 05:30:00+01:00,5107.8
2020-01-02 05:45:00+01:00,5149.61
2020-01-02 06:00:00+01:00,5247.75
2020-01-02 06:15:00+01:00,5400.31
2020-01-02 06:30:00+01:00,5464.85
2020-01-02 06:45:00+01:00,5470.79
2020-01-02 07:00:00+01:00,5445.08
2020-01-02 07:15:00+01:00,5433.44
2020-01-02 07:30:00+01:00,5369.35
2020-01-02 07:45:00+01:00,5368.66
2020-01-02 08:00:00+01:00,5386.73
2020-01-02 08:15:00+01:00,5452.06
2020-01-02 08:30:00+01:00,5470.88
2020-01-02 08:45:00+01:00,5613.71
2020-01-02 09:00:00+01:00,5874.94
2020-01-02 09:15:00+01:00,5984.06
2020-01-02 09:30:00+01:00,6019.2
2020-01-02 09:45:00+01:00,5821.85
2020-01-02 10:00:00+01:00,5845.65
2020-01-02 10:15:00+01:00,6069.71
2020-01-02 10:30:00+01:00,6157.85
2020-01-02 10:45:00+01:00,6273.62
2020-01-02 11:00:00+01:00,6384.07
2020-01-02 11:15:00+01:00,6441.79
2020-01-02 11:30:00+01:00,6477.81
2020-01-02 11:45:00+01:00,6465.08
2020-01-02 12:00:00+01:00,6394.83
2020-01-02 12:15:00+01:00,6412.3
